offset,latitude,longitude,url,title
690,41.541157,-70.93679,http://clui.org/ludb/site/round-hill-lab-site,Round Hill Lab Site
691,42.637501,-73.166664,http://clui.org/ludb/site/mount-greylock-summit,Mount Greylock Summit
692,42.618549,-71.491425,http://clui.org/ludb/site/millstone-hill-antennas,Millstone Hill Antennas
693,42.493442,-71.13155,http://clui.org/ludb/site/woburn-superfund-site,Woburn Superfund Site
694,41.752506,-70.538728,http://clui.org/ludb/site/pave-paws-antenna,Pave Paws Antenna
695,42.109097,-72.577866,http://clui.org/ludb/site/springfield-armory-museum,Springfield Armory Museum
696,42.538853,-71.153668,http://clui.org/ludb/site/textron-defense-systems-headquarters,Textron Defense Systems Headquarters
697,42.324508,-70.986142,http://clui.org/ludb/site/spectacle-island,Spectacle Island
698,42.244103,-71.034379,http://clui.org/ludb/site/quincy-quarries,Quincy Quarries
699,42.306269,-72.535163,http://clui.org/ludb/site/amherst-college-strategic-air-command-bunker,Amherst College Strategic Air Command Bunker
700,42.312879,-71.586056,http://clui.org/ludb/site/hultman-aqueduct,Hultman Aqueduct
701,42.352509,-71.029022,http://clui.org/ludb/site/ted-williams-tunnel,Ted Williams Tunnel
702,42.340552,-71.019144,http://clui.org/ludb/site/massport-container-yard,Massport Container Yard
703,41.944138,-70.578491,http://clui.org/ludb/site/pilgrim-nuclear-power-plant,Pilgrim Nuclear Power Plant
704,42.350712,-70.957797,http://clui.org/ludb/site/deer-island-sewage-treatment-plant,Deer Island Sewage Treatment Plant
705,42.567929,-71.21502,http://clui.org/ludb/site/middlesex-canals-shawsheen-aqueduct,Middlesex Canal&#039;s Shawsheen Aqueduct
706,42.457214,-73.222512,http://clui.org/ludb/site/ge-plastics-concept-house-site,GE Plastics Concept House Site
707,42.531706,-72.189944,http://clui.org/ludb/site/fisher-museum-forestry,Fisher Museum of Forestry
708,42.503536,-71.238129,http://clui.org/ludb/site/mitre-corporation-bedford-headquarters,Mitre Corporation Bedford Headquarters
709,42.56996,-71.52473,http://clui.org/ludb/site/sandy-pond-intertie,Sandy Pond Intertie
710,41.95805,-70.662117,http://clui.org/ludb/site/plymouth-rock,Plymouth Rock
711,41.764652,-70.569992,http://clui.org/ludb/site/cape-cod-canal,Cape Cod Canal
712,42.361641,-71.090256,http://clui.org/ludb/site/building-20-site,Building 20 Site
713,42.228163,-71.78809,http://clui.org/ludb/site/blackstone-canal,Blackstone Canal
714,42.301453,-71.04514,http://clui.org/ludb/site/boston-gas-tank,Boston Gas Tank
715,31.558735,-110.344131,http://clui.org/ludb/site/fort-huachuca-main-post,Fort Huachuca Main Post
716,33.989868,-114.398346,http://clui.org/ludb/site/poston-relocation-camp,Poston Relocation Camp
717,31.86677,-111.130653,http://clui.org/ludb/site/sierrita-copper-mine,Sierrita Copper Mine
718,34.342506,-112.100578,http://clui.org/ludb/site/arcosanti,Arcosanti
719,32.108315,-110.942429,http://clui.org/ludb/site/tucson-missile-plant,Tucson Missile Plant
720,31.688837,-110.885414,http://clui.org/ludb/site/whipple-observatory,Whipple Observatory
721,34.28862,-114.103961,http://clui.org/ludb/site/central-arizona-project-canal-origin,Central Arizona Project Canal Origin
722,34.867062,-114.145721,http://clui.org/ludb/site/geodesic-sphere-house,Geodesic Sphere House
723,33.447594,-111.9533,http://clui.org/ludb/site/hall-flame,Hall of Flame
724,36.057686,-112.137665,http://clui.org/ludb/site/grand-canyon-village,Grand Canyon Village
725,32.155666,-110.835182,http://clui.org/ludb/site/davis-monthan-air-force-base,Davis-Monthan Air Force Base
726,33.091839,-114.396172,http://clui.org/ludb/site/yuma-proving-grounds,Yuma Proving Grounds
727,35.259216,-113.945221,http://clui.org/ludb/site/kingman-airport,Kingman Airport
728,36.557522,-110.520569,http://clui.org/ludb/site/black-mesa-coal-silo,Black Mesa Coal Silo
729,33.389458,-112.862381,http://clui.org/ludb/site/palo-verde-nuclear-power-complex,Palo Verde Nuclear Power Complex
730,33.308273,-111.658775,http://clui.org/ludb/site/williams-gateway-airport,Williams Gateway Airport
731,32.649277,-114.603279,http://clui.org/ludb/site/yuma-marine-corps-air-station,Yuma Marine Corps Air Station
732,31.958944,-111.597397,http://clui.org/ludb/site/kitt-peak-observatory,Kitt Peak Observatory
733,32.372711,-112.846413,http://clui.org/ludb/site/cornelia-tailings,Cornelia Tailings
734,32.080647,-110.050262,http://clui.org/ludb/site/thing,The Thing
735,33.00555,-110.775917,http://clui.org/ludb/site/hayden-smelter,Hayden Smelter
736,31.485855,-110.29583,http://clui.org/ludb/site/tethered-aerostat-radar-system-tars-fort-huachuca-site,Tethered Aerostat Radar System (TARS) Fort Huachuca Site
737,31.903324,-110.999001,http://clui.org/ludb/site/titan-missile-museum,Titan Missile Museum
738,33.17585,-110.99015,http://clui.org/ludb/site/ray-mine,Ray Mine
739,32.726685,-114.704048,http://clui.org/ludb/site/yuma-desalinization-plant,Yuma Desalinization Plant
740,34.296577,-114.139305,http://clui.org/ludb/site/parker-dam,Parker Dam
741,35.426266,-111.258713,http://clui.org/ludb/site/roden-crater,Roden Crater
742,31.431112,-109.900101,http://clui.org/ludb/site/lavender-pit,Lavender Pit
743,31.984783,-111.068001,http://clui.org/ludb/site/asarco-mission-mine,Asarco Mission Mine
744,33.602074,-111.712021,http://clui.org/ludb/site/fountain-hills-fountain,Fountain Hills Fountain
745,32.615376,-110.620476,http://clui.org/ludb/site/san-manuel-smelter-site,San Manuel Smelter Site
746,34.471706,-114.347359,http://clui.org/ludb/site/london-bridge,London Bridge
747,33.402386,-110.892563,http://clui.org/ludb/site/miami-mine,Miami Mine
748,35.142338,-114.089668,http://clui.org/ludb/site/kingman-scrap-steel-mill,Kingman Scrap Steel Mill
749,34.577117,-113.185213,http://clui.org/ludb/site/bagdad-copper-mine,Bagdad Copper Mine
750,33.536816,-112.372025,http://clui.org/ludb/site/luke-air-force-base,Luke Air Force Base
751,36.016258,-114.737129,http://clui.org/ludb/site/hoover-dam,Hoover Dam
752,35.202591,-111.665413,http://clui.org/ludb/site/lowell-observatory,Lowell Observatory
753,36.144676,-111.133232,http://clui.org/ludb/site/tuba-city-uranium-disposal-cell,Tuba City Uranium Disposal Cell
754,35.027073,-111.022598,http://clui.org/ludb/site/meteor-crater,Meteor Crater
755,36.937622,-111.484161,http://clui.org/ludb/site/glen-canyon-dam,Glen Canyon Dam
756,36.92667,-109.862228,http://clui.org/ludb/site/monument-valley-uranium-tailings-site,Monument Valley Uranium Tailings Site
757,32.139645,-110.868721,http://clui.org/ludb/site/pima-air-and-space-museum,Pima Air and Space Museum
758,36.441345,-110.393715,http://clui.org/ludb/site/black-mesa-coal-mine-and-pipeline,Black Mesa Coal Mine and Pipeline
759,34.483921,-114.385185,http://clui.org/ludb/site/lake-havasu,Lake Havasu
760,33.078308,-109.35482,http://clui.org/ludb/site/morenci-copper-mine,Morenci Copper Mine
761,33.46547,-111.944278,http://clui.org/ludb/site/tree-life,Tree of Life
762,32.578712,-110.851204,http://clui.org/ludb/site/biosphere-2,Biosphere 2
763,47.998882,-106.428337,http://clui.org/ludb/site/fort-peck-dam,Fort Peck Dam
764,45.074552,-110.777872,http://clui.org/ludb/site/royal-teton-ranch-church-universal-and-triumphant,Royal Teton Ranch of the Church Universal and Triumphant
765,46.871605,-113.892601,http://clui.org/ludb/site/milltown-reservoir,Milltown Reservoir
766,47.50938,-111.190689,http://clui.org/ludb/site/malmstrom-air-force-base,Malmstrom Air Force Base
767,46.000473,-112.446274,http://clui.org/ludb/site/our-lady-rockies,Our Lady of the Rockies
768,46.272833,-112.234172,http://clui.org/ludb/site/earth-angel-radon-mine,Earth Angel Radon Mine
769,46.868752,-114.007568,http://clui.org/ludb/site/three-downward-blows,Three Downward Blows
770,46.255521,-112.147601,http://clui.org/ludb/site/lone-tree-health-mine,Lone Tree Health Mine
771,46.584236,-111.91987,http://clui.org/ludb/site/asarco-lead-smelter,Asarco Lead Smelter
772,46.017231,-112.510124,http://clui.org/ludb/site/berkeley-pit,Berkeley Pit
773,46.110121,-112.913822,http://clui.org/ludb/site/anaconda-mine-and-smelting-works,Anaconda Mine and Smelting Works
774,46.270051,-112.249275,http://clui.org/ludb/site/merry-widow-radon-health-mine,Merry Widow Radon Health Mine
775,46.25564,-112.147472,http://clui.org/ludb/site/free-enterprise-health-mine,Free Enterprise Health Mine
776,46.252605,-112.192917,http://clui.org/ludb/site/sunshine-radon-health-mine,Sunshine Radon Health Mine
777,42.293175,-83.711586,http://clui.org/ludb/site/wave-field,Wave Field
778,46.456722,-87.652443,http://clui.org/ludb/site/tilden-iron-mine,Tilden Iron Mine
779,45.748241,-85.518005,http://clui.org/ludb/site/old-mormon-print-shop-museum,Old Mormon Print Shop Museum
780,46.344529,-87.390082,http://clui.org/ludb/site/ki-sawyer-air-force-base,K.I. Sawyer Air Force Base
781,42.979128,-85.666108,http://clui.org/ludb/site/grand-rapids-project,Grand Rapids Project
782,46.438805,-87.604294,http://clui.org/ludb/site/empire-iron-mine,Empire Iron Mine
783,42.367752,-83.054626,http://clui.org/ludb/site/detroit-waste-energy-facility,Detroit Waste to Energy Facility
784,42.32251,-86.311684,http://clui.org/ludb/site/palisades-nuclear-power-plant,Palisades Nuclear Power Plant
785,41.892811,-83.352837,http://clui.org/ludb/site/monroe-power-plant,Monroe Power Plant
786,44.461208,-83.384453,http://clui.org/ludb/site/wurtsmith-air-force-base,Wurtsmith Air Force Base
787,42.498381,-83.037297,http://clui.org/ludb/site/detroit-arsenal,Detroit Arsenal
788,39.858364,-104.674126,http://clui.org/ludb/site/denver-international-airport,Denver International Airport
789,37.069745,-106.011286,http://clui.org/ludb/site/cumbres-and-toltec-railroad-eastern-terminus,Cumbres and Toltec Railroad Eastern Terminus
790,37.421989,-106.597939,http://clui.org/ludb/site/summitville-mine,Summitville Mine
791,39.026313,-104.82841,http://clui.org/ludb/site/western-museum-mining-and-industry,Western Museum of Mining and Industry
792,37.220768,-104.491196,http://clui.org/ludb/site/drop-city-site,Drop City Site
793,39.8913,-105.203445,http://clui.org/ludb/site/rocky-flats,Rocky Flats
794,39.499001,-105.105942,http://clui.org/ludb/site/lockheed-martin-astronautics-denver,"Lockheed Martin Astronautics, Denver"
795,39.678852,-105.934555,http://clui.org/ludb/site/eisenhower-tunnel-west-portal,Eisenhower Tunnel West Portal
796,39.741257,-105.173813,http://clui.org/ludb/site/national-renewable-energy-laboratory-nrel,National Renewable Energy Laboratory (NREL)
797,39.529068,-107.771675,http://clui.org/ludb/site/old-rifle-uranium-mill-site,Old Rifle Uranium Mill Site
798,39.720325,-104.887589,http://clui.org/ludb/site/lowry-air-force-base,Lowry Air Force Base
799,39.043003,-108.572342,http://clui.org/ludb/site/grand-junction-project-site,Grand Junction Project Site
800,39.22652,-106.226313,http://clui.org/ludb/site/leadville-mines,Leadville Mines
801,38.438289,-104.286518,http://clui.org/ludb/site/transportation-technology-center,Transportation Technology Center
802,38.461258,-105.325563,http://clui.org/ludb/site/royal-gorge-bridge,Royal Gorge Bridge
803,38.360451,-105.098366,http://clui.org/ludb/site/canon-city-correctional-complex,Canon City Correctional Complex
804,38.742336,-104.783646,http://clui.org/ludb/site/fort-carson,Fort Carson
805,38.23872,-108.610664,http://clui.org/ludb/site/naturita-uranium-mill-site,Naturita Uranium Mill Site
806,39.771786,-105.192734,http://clui.org/ludb/site/colorado-railroad-museum,Colorado Railroad Museum
807,38.528477,-106.943039,http://clui.org/ludb/site/gunnison-uranium-mill-site,Gunnison Uranium Mill Site
808,38.82597,-104.701248,http://clui.org/ludb/site/peterson-air-force-base,Peterson Air Force Base
809,39.742584,-105.506477,http://clui.org/ludb/site/argo-gold-mill,Argo Gold Mill
810,38.061106,-105.094276,http://clui.org/ludb/site/bishops-castle,Bishop&#039;s Castle
811,39.902298,-105.646324,http://clui.org/ludb/site/moffat-tunnel-east-portal,Moffat Tunnel East Portal
812,39.405354,-107.948417,http://clui.org/ludb/site/rulison-nuclear-test-site,Rulison Nuclear Test Site
813,39.620533,-107.763562,http://clui.org/ludb/site/valley-curtain-site,Valley Curtain Site
814,38.042765,-108.904724,http://clui.org/ludb/site/slick-rock-mill-site,Slick Rock Mill Site
815,38.705387,-104.839882,http://clui.org/ludb/site/john-may-museum-center,John May Museum Center
816,39.586864,-105.641273,http://clui.org/ludb/site/meyer-womble-observatory,Meyer-Womble Observatory
817,38.302467,-104.324455,http://clui.org/ludb/site/pueblo-depot,Pueblo Depot
818,38.73283,-104.847023,http://clui.org/ludb/site/cheyenne-mountain-air-force-station-norad,Cheyenne Mountain Air Force Station (NORAD)
819,39.477174,-108.088732,http://clui.org/ludb/site/unocal-oil-shale-plant,Unocal Oil Shale Plant
820,37.824074,-107.585037,http://clui.org/ludb/site/old-hundred-gold-mine,Old Hundred Gold Mine
821,39.793497,-108.367008,http://clui.org/ludb/site/rio-blanco-nuclear-test-site,Rio Blanco Nuclear Test Site
822,40.993959,-105.507224,http://clui.org/ludb/site/kelsey-lake-diamond-mine,Kelsey Lake Diamond Mine
823,39.201708,-106.831244,http://clui.org/ludb/site/earth-mound,Earth Mound
824,39.055317,-108.550865,http://clui.org/ludb/site/grand-junction-climax-uranium-mill-site,Grand Junction Climax Uranium Mill Site
825,38.368378,-108.743212,http://clui.org/ludb/site/umetco-uravan-uranium-site,Umetco Uravan Uranium Site
826,39.851413,-104.84166,http://clui.org/ludb/site/rocky-mountain-arsenal,Rocky Mountain Arsenal
827,37.265377,-107.884369,http://clui.org/ludb/site/durango-uranium-mill-site,Durango Uranium Mill Site
828,37.33223,-108.339052,http://clui.org/ludb/site/hogan-souvenir-shop,The Hogan Souvenir Shop
829,40.543285,-108.002731,http://clui.org/ludb/site/maybell-uranium-disposal-cells,Maybell Uranium Disposal Cells
830,38.802047,-104.526458,http://clui.org/ludb/site/schriever-air-force-base,Schriever Air Force Base
831,47.754849,-117.376385,http://clui.org/ludb/site/mead-reduction-works,Mead Reduction Works
832,48.351971,-122.65583,http://clui.org/ludb/site/whidbey-island-naval-air-station,Whidbey Island Naval Air Station
833,47.985126,-122.218048,http://clui.org/ludb/site/everett-naval-station,Everett Naval Station
834,48.075096,-122.749901,http://clui.org/ludb/site/indian-island-depot,Indian Island Depot
835,46.127748,-122.980442,http://clui.org/ludb/site/longview-port,Longview Port
836,47.095299,-122.627831,http://clui.org/ludb/site/dupont-explosives-plant-site,DuPont Explosives Plant Site
837,47.661427,-117.418915,http://clui.org/ludb/site/spokane-worlds-fair-site,Spokane World&#039;s Fair Site
838,47.591117,-122.342548,http://clui.org/ludb/site/port-seattle,Port of Seattle
839,47.391889,-119.48481,http://clui.org/ludb/site/soap-lake,Soap Lake
840,48.466549,-122.559868,http://clui.org/ludb/site/anacortes-refineries,Anacortes Refineries
841,46.455101,-119.407661,http://clui.org/ludb/site/ligo-project-site,Ligo Project Site
842,47.639629,-122.127197,http://clui.org/ludb/site/microsoft-corporation-headquarters,Microsoft Corporation Headquarters
843,46.435253,-119.360107,http://clui.org/ludb/site/fast-flux-test-facility,Fast Flux Test Facility
844,47.936917,-119.015799,http://clui.org/ludb/site/gehrke-windmill-garden,Gehrke Windmill Garden
845,47.135616,-122.496529,http://clui.org/ludb/site/mcchord-air-force-base,McChord Air Force Base
846,47.382801,-122.224716,http://clui.org/ludb/site/mill-creek-canyon-park,Mill Creek Canyon Park
847,46.471268,-119.334183,http://clui.org/ludb/site/wppss-2-nuclear-power-plant,WPPSS 2 Nuclear Power Plant
848,48.731625,-121.067276,http://clui.org/ludb/site/diablo-dam,Diablo Dam
849,46.911547,-124.117463,http://clui.org/ludb/site/grays-harbor-coast-guard-tower,Gray&#039;s Harbor Coast Guard Tower
850,47.09442,-122.638493,http://clui.org/ludb/site/northwest-landing,Northwest Landing
851,47.407501,-122.283607,http://clui.org/ludb/site/untitled-johnson-gravel-pit-number-30,"Untitled, Johnson Gravel Pit Number 30"
852,46.347069,-119.278481,http://clui.org/ludb/site/pacific-northwest-national-laboratory-pnnl-richland,Pacific Northwest National Laboratory (PNNL) Richland
853,47.61087,-122.738571,http://clui.org/ludb/site/silverdale-naval-reservation,Silverdale Naval Reservation
854,46.387146,-120.234826,http://clui.org/ludb/site/teapot-dome-service-station,Teapot Dome Service Station
855,48.886902,-122.735395,http://clui.org/ludb/site/cherry-point-refinery,Cherry Point Refinery
856,47.296972,-122.298753,http://clui.org/ludb/site/weyerhaeuser-company-headquarters,Weyerhaeuser Company Headquarters
857,46.5,-119.5,http://clui.org/ludb/site/hanford-nuclear-site,Hanford Nuclear Site
858,47.515665,-122.29723,http://clui.org/ludb/site/boeing-military-aircraft-and-missile-systems-group-seattle,"Boeing Military Aircraft and Missile Systems Group, Seattle"
859,48.385905,-124.726635,http://clui.org/ludb/site/northwesternmost-point-continental-48-united-states,Northwesternmost Point on the Continental 48 United States
860,47.540661,-122.323226,http://clui.org/ludb/site/telephone-museum,Telephone Museum
861,47.956593,-118.983307,http://clui.org/ludb/site/grand-coulee-dam,Grand Coulee Dam
862,46.355278,-119.326668,http://clui.org/ludb/site/volpentest-hammer-training-site,Volpentest HAMMER Training Site
863,47.565804,-122.626907,http://clui.org/ludb/site/bremerton-naval-museum,Bremerton Naval Museum
864,47.269009,-122.550941,http://clui.org/ludb/site/tacoma-narrows-bridge,Tacoma Narrows Bridge
865,46.275676,-122.217429,http://clui.org/ludb/site/johnson-ridge-observatory,Johnson Ridge Observatory
866,48.094835,-123.557353,http://clui.org/ludb/site/elwha-dam,Elwha Dam
867,47.700434,-122.615919,http://clui.org/ludb/site/naval-undersea-warfare-center-keyport,"Naval Undersea Warfare Center, Keyport"
868,46.227443,-119.175761,http://clui.org/ludb/site/kennewick-man-archaeological-site,Kennewick Man Archaeological Site
869,47.907452,-122.282768,http://clui.org/ludb/site/paine-field,Paine Field
870,47.356815,-120.126958,http://clui.org/ludb/site/alcoa-wenatchee-plant,Alcoa Wenatchee Plant
871,48.731837,-122.485446,http://clui.org/ludb/site/western-washington-university-outdoor-sculpture-collection,Western Washington University Outdoor Sculpture Collection
872,47.727661,-122.715508,http://clui.org/ludb/site/bangor-naval-submarine-base,Bangor Naval Submarine Base
873,46.13176,-122.977524,http://clui.org/ludb/site/weyerhaeuser-longview,Weyerhaeuser Longview
874,47.625904,-117.644173,http://clui.org/ludb/site/fairchild-air-force-base,Fairchild Air Force Base
875,49.002067,-122.756534,http://clui.org/ludb/site/peace-arch,Peace Arch
876,47.662252,-122.42943,http://clui.org/ludb/site/west-point-treatment-plant,West Point Treatment Plant
877,47.595731,-120.661093,http://clui.org/ludb/site/leavenworth-town,"Leavenworth, Town of"
878,46.966783,-123.847761,http://clui.org/ludb/site/weyerhaeuser-aberdeen,Weyerhaeuser Aberdeen
879,45.677495,-120.864721,http://clui.org/ludb/site/maryhill-museum,Maryhill Museum
880,48.147762,-119.695358,http://clui.org/ludb/site/us-electrodynamics-comsat-earth-station,U.S. Electrodynamics Comsat Earth Station
881,48.789227,-122.654629,http://clui.org/ludb/site/lummi-flats,Lummi Flats
882,47.681657,-122.246761,http://clui.org/ludb/site/sand-point-naval-station-site,Sand Point Naval Station Site
883,47.541889,-121.836838,http://clui.org/ludb/site/snoqualmie-falls,Snoqualmie Falls
884,47.580696,-122.335663,http://clui.org/ludb/site/starbucks-headquarters,Starbucks Headquarters
885,47.606489,-119.364642,http://clui.org/ludb/site/dry-falls-interpretive-center,Dry Falls Interpretive Center
886,45.732067,-120.699577,http://clui.org/ludb/site/goldendale-aluminum-plant,Goldendale Aluminum Plant
887,47.557678,-122.643791,http://clui.org/ludb/site/puget-sound-naval-shipyard,Puget Sound Naval Shipyard
888,47.419727,-122.122135,http://clui.org/ludb/site/lake-youngs,Lake Youngs
889,47.518669,-122.297928,http://clui.org/ludb/site/museum-flight-0,Museum of Flight
890,48.833935,-122.69162,http://clui.org/ludb/site/ferndale-refinery,Ferndale Refinery
891,46.682243,-120.356804,http://clui.org/ludb/site/yakima-research-station,Yakima Research Station
892,47.123763,-122.643986,http://clui.org/ludb/site/pioneer-aggregates-plant,Pioneer Aggregates Plant
893,47.640526,-122.260147,http://clui.org/ludb/site/evergreen-point-floating-bridge-0,Evergreen Point Floating Bridge
894,47.091778,-122.584503,http://clui.org/ludb/site/fort-lewis,Fort Lewis
895,46.27778,-124.053712,http://clui.org/ludb/site/cape-disappointment-interpretive-center,Cape Disappointment Interpretive Center
896,47.264786,-122.410355,http://clui.org/ludb/site/port-tacoma,Port of Tacoma
897,46.960106,-123.470535,http://clui.org/ludb/site/satsop-nuclear-plants,Satsop Nuclear Plants
898,46.2517,-123.921238,http://clui.org/ludb/site/fort-columbia-coastal-battery,Fort Columbia Coastal Battery
899,45.82053,-121.951976,http://clui.org/ludb/site/canopy-crane,Canopy Crane
900,46.896976,-123.050735,http://clui.org/ludb/site/mima-mounds,Mima Mounds
901,48.111565,-122.589569,http://clui.org/ludb/site/lake-hancock-target-range,Lake Hancock Target Range
902,46.709972,-120.085373,http://clui.org/ludb/site/yakima-firing-range,Yakima Firing Range
903,47.188313,-119.322273,http://clui.org/ludb/site/grant-county-international-airport,Grant County International Airport
904,45.806637,-120.176521,http://clui.org/ludb/site/roosevelt-regional-landfill,Roosevelt Regional Landfill
905,47.675213,-124.486771,http://clui.org/ludb/site/destruction-island,Destruction Island
906,46.755696,-122.858369,http://clui.org/ludb/site/centralia-power-plant-and-mine,Centralia Power Plant and Mine
907,47.994976,-119.63974,http://clui.org/ludb/site/chief-joseph-dam,Chief Joseph Dam
908,47.70034,-122.624894,http://clui.org/ludb/site/naval-undersea-museum,Naval Undersea Museum
909,45.929722,-119.296112,http://clui.org/ludb/site/mcnary-dam-and-fish-viewing-room,McNary Dam and Fish Viewing Room
910,46.470263,-119.315557,http://clui.org/ludb/site/wppss-1-and-4,WPPSS 1 and 4
911,45.612328,-122.638474,http://clui.org/ludb/site/kaiser-vancouver-shipyard-site,Kaiser Vancouver Shipyard Site
912,47.219803,-122.172005,http://clui.org/ludb/site/lake-tapps,Lake Tapps
913,48.131096,-119.682848,http://clui.org/ludb/site/very-long-baseline-array-antenna-1,Very Long Baseline Array Antenna
914,48.203712,-121.916807,http://clui.org/ludb/site/jim-creek-naval-radio-station,Jim Creek Naval Radio Station
915,45.58498,-122.405807,http://clui.org/ludb/site/fort-james-plant,Fort James Plant
916,46.140773,-122.999196,http://clui.org/ludb/site/longview-aluminum-plant,Longview Aluminum Plant
917,47.900424,-117.836266,http://clui.org/ludb/site/ford-radioactive-waste-site,Ford Radioactive Waste Site
918,47.583241,-122.354607,http://clui.org/ludb/site/todd-shipyard,Todd Shipyard
919,46.720364,-122.967535,http://clui.org/ludb/site/richarts-ruins,Richart&#039;s Ruins
920,48.846474,-122.702354,http://clui.org/ludb/site/intalco-smelter,Intalco Smelter
921,47.127362,-119.199643,http://clui.org/ludb/site/pacific-northwest-sugar-plant,Pacific Northwest Sugar Plant
922,46.139345,-122.938798,http://clui.org/ludb/site/longview-town,"Longview, Town of"
923,45.694416,-120.806084,http://clui.org/ludb/site/stonehenge-replica,Stonehenge Replica
924,47.299898,-122.506399,http://clui.org/ludb/site/asarco-ruston-plant-site,Asarco Ruston Plant Site
925,47.924914,-122.27191,http://clui.org/ludb/site/boeing-main-assembly-plant,Boeing Main Assembly Plant
926,47.197065,-122.658405,http://clui.org/ludb/site/mcneil-island-corrections-center,McNeil Island Corrections Center
927,48.537494,-121.740296,http://clui.org/ludb/site/concrete-town,"Concrete, Town of"
928,40.180447,-113.04039,http://clui.org/ludb/site/dugway-proving-ground,Dugway Proving Ground
929,38.993832,-110.141098,http://clui.org/ludb/site/john-wesley-powell-river-history-museum,John Wesley Powell River History Museum
930,40.767653,-112.158112,http://clui.org/ludb/site/saltair-pavilion-original-site,Saltair Pavilion Original Site
931,40.623367,-111.496872,http://clui.org/ludb/site/park-city-silver-mine-tour,Park City Silver Mine Tour
932,40.304015,-112.354946,http://clui.org/ludb/site/tooele-army-depot-south-area,"Tooele Army Depot, South Area"
933,41.303501,-113.863831,http://clui.org/ludb/site/sun-tunnels,Sun Tunnels
934,40.915489,-112.734444,http://clui.org/ludb/site/magcorp-magnesium-chloride-plant,MagCorp Magnesium Chloride Plant
935,41.222946,-112.650093,http://clui.org/ludb/site/lucin-cut-offsalt-lake-causeway,Lucin Cut-off/Salt Lake Causeway
936,39.467606,-112.436913,http://clui.org/ludb/site/brush-wellman-beryllium-plant,Brush Wellman Beryllium Plant
937,40.228104,-112.727615,http://clui.org/ludb/site/lincoln-memorial-highway-bridge,Lincoln Memorial Highway Bridge
938,40.695347,-113.115921,http://clui.org/ludb/site/clive-radioactive-waste-site,Clive Radioactive Waste Site
939,40.762276,-113.895782,http://clui.org/ludb/site/bonneville-salt-flats-raceway,Bonneville Salt Flats Raceway
940,40.536114,-112.388931,http://clui.org/ludb/site/tooele-depot-north-area,"Tooele Depot, North Area"
941,41.251354,-112.249954,http://clui.org/ludb/site/little-mountain-test-annex,Little Mountain Test Annex
942,40.398694,-112.724619,http://clui.org/ludb/site/skull-valley-indian-reservation,Skull Valley Indian Reservation
943,41.124882,-111.985275,http://clui.org/ludb/site/hill-air-force-base,Hill Air Force Base
944,39.412956,-112.772812,http://clui.org/ludb/site/topaz-war-relocation-center,Topaz War Relocation Center
945,39.957634,-111.855003,http://clui.org/ludb/site/tintic-standard-reduction-mill,Tintic Standard Reduction Mill
946,39.513973,-112.585487,http://clui.org/ludb/site/intermountain-generating-station,Intermountain Generating Station
947,41.252056,-113.081367,http://clui.org/ludb/site/great-salt-lake-pumping-station,Great Salt Lake Pumping Station
948,41.43811,-112.667366,http://clui.org/ludb/site/spiral-jetty,Spiral Jetty
949,40.459488,-113.648071,http://clui.org/ludb/site/wendover-bombing-range,Wendover Bombing Range
950,40.542019,-112.733704,http://clui.org/ludb/site/iosepa,Iosepa
951,41.659039,-112.440948,http://clui.org/ludb/site/thiokol-promontory-complex,Thiokol Promontory Complex
952,40.735325,-112.986465,http://clui.org/ludb/site/aragonite-hazardous-waste-incinerator,Aragonite Hazardous Waste Incinerator
953,40.372116,-112.771484,http://clui.org/ludb/site/tekoi-test-range,Tekoi Test Range
954,40.543419,-112.201286,http://clui.org/ludb/site/tooele-smelter,Tooele Smelter
955,37.217445,-113.642624,http://clui.org/ludb/site/conqueror-film-location-site,Conqueror Film Location Site
956,40.828125,-113.201859,http://clui.org/ludb/site/gapa-launch-site,GAPA Launch Site
957,40.646725,-112.525322,http://clui.org/ludb/site/bonneville-sea-base,Bonneville Sea Base
958,37.133736,-109.874504,http://clui.org/ludb/site/mexican-hat-uranium-disposal-cell,Mexican Hat Uranium Disposal Cell
959,41.617992,-112.551605,http://clui.org/ludb/site/golden-spike-national-historic-site,Golden Spike National Historic Site
960,38.978928,-110.138313,http://clui.org/ludb/site/green-river-uranium-disposal-cell,Green River Uranium Disposal Cell
961,40.600491,-112.473572,http://clui.org/ludb/site/donner-reed-museum,Donner Reed Museum
962,41.281548,-112.231865,http://clui.org/ludb/site/great-salt-lake-minerals-company,Great Salt Lake Minerals Company
963,40.727173,-114.036629,http://clui.org/ludb/site/wendover-airbase,Wendover Airbase
964,40.733593,-113.551338,http://clui.org/ludb/site/tree-utah,Tree of Utah
965,40.747116,-112.188194,http://clui.org/ludb/site/saltair-iii,Saltair III
966,37.239418,-113.220123,http://clui.org/ludb/site/hurricane-mesa-test-track,Hurricane Mesa Test Track
967,40.668858,-112.06913,http://clui.org/ludb/site/alliant-techsystems-bacchus-works,Alliant Techsystems Bacchus Works
968,38.390865,-109.454605,http://clui.org/ludb/site/hole-rock,Hole in the Rock
969,37.798695,-113.28698,http://clui.org/ludb/site/american-pacific-rocket-fuel-plant,American Pacific Rocket Fuel Plant
970,40.684998,-113.149651,http://clui.org/ludb/site/clive-incineration-facility,Clive Incineration Facility
